地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2016/04/16,06:11:28.0,熊本県阿蘇地方,33°03.9′N,131°08.7′E,12 km,4.1,震度４
2016/04/16,05:34:13.5,熊本県熊本地方,32°32.5′N,130°42.6′E,6 km,4.2,震度４
2016/04/16,05:22:37.0,熊本県熊本地方,32°39.8′N,130°43.3′E,8 km,3.3,震度４
2016/04/16,04:51:24.5,熊本県熊本地方,32°45.2′N,130°45.1′E,14 km,4.3,震度４
2016/04/16,04:24:26.1,熊本県阿蘇地方,32°58.8′N,131°04.4′E,12 km,4.6,震度４
2016/04/16,04:23:18.3,熊本県阿蘇地方,33°02.1′N,131°11.8′E,10 km,4.2,震度４
2016/04/16,04:18:15.0,熊本県阿蘇地方,33°01.1′N,131°08.3′E,10 km,4.2,震度４
2016/04/16,04:05:49.2,熊本県熊本地方,32°47.8′N,130°48.7′E,12 km,4.0,震度４
2016/04/16,03:55:53.0,熊本県阿蘇地方,33°01.5′N,131°11.4′E,11 km,5.8,震度６強
2016/04/16,03:26:52.2,熊本県阿蘇地方,32°57.1′N,131°04.6′E,10 km,4.0,震度４
2016/04/16,03:16:39.7,熊本県阿蘇地方,32°58.5′N,131°06.1′E,10 km,4.2,震度４
2016/04/16,03:14:13.2,熊本県阿蘇地方,32°58.6′N,131°03.6′E,11 km,3.6,震度４
2016/04/16,03:13:37.3,熊本県阿蘇地方,32°57.6′N,131°04.3′E,8 km,3.5,震度４
2016/04/16,03:10:19.2,熊本県阿蘇地方,32°57.7′N,131°05.7′E,9 km,4.1,震度４
2016/04/16,03:09:29.8,熊本県阿蘇地方,32°58.1′N,131°05.2′E,10 km,4.2,震度５弱
2016/04/16,03:03:10.7,熊本県阿蘇地方,32°57.8′N,131°05.2′E,7 km,5.9,震度５強
2016/04/16,02:57:16.9,熊本県阿蘇地方,32°57.1′N,131°04.5′E,10 km,3.3,震度４
2016/04/16,02:49:16.6,大分県中部,33°18.2′N,131°26.9′E,3 km,3.9,震度４
2016/04/16,02:27:02.3,大分県中部,33°15.2′N,131°22.9′E,7 km,3.7,震度４
2016/04/16,02:17:55.1,熊本県熊本地方,32°51.4′N,130°51.4′E,11 km,3.8,震度４
2016/04/16,02:06:22.8,大分県西部,33°06.5′N,131°11.9′E,4 km,3.6,震度４
2016/04/16,02:04:11.0,熊本県熊本地方,32°44.7′N,130°44.2′E,12 km,4.9,震度４
2016/04/16,01:56:14.3,熊本県熊本地方,32°47.5′N,130°47.9′E,12 km,4.6,震度４
2016/04/16,01:45:55.4,熊本県熊本地方,32°51.7′N,130°53.9′E,11 km,5.9,震度６弱
2016/04/16,01:44:07.4,熊本県熊本地方,32°45.1′N,130°45.6′E,15 km,5.4,震度５弱
2016/04/16,01:43:08.5,熊本県熊本地方,32°47.9′N,130°50.4′E,13 km,3.9,震度４
2016/04/16,01:39:43.3,熊本県阿蘇地方,32°57.4′N,131°06.7′E,8 km,4.0,震度４
2016/04/16,01:38:21.7,熊本県熊本地方,32°44.5′N,130°45.2′E,13 km,4.5,震度４
2016/04/16,01:36:49.9,熊本県熊本地方,32°40.2′N,130°43.1′E,13 km,4.1,震度４
2016/04/16,01:34:25.3,熊本県熊本地方,32°52.1′N,130°52.8′E,9 km,4.3,震度４
2016/04/16,01:33:20.9,熊本県熊本地方,32°49.7′N,130°49.3′E,12 km,4.6,震度４
2016/04/16,01:30:51.9,熊本県熊本地方,32°38.9′N,130°42.5′E,11 km,5.3,震度４
2016/04/16,01:30:07.5,熊本県熊本地方,32°50.6′N,130°48.2′E,13 km,4.4,震度４
2016/04/16,01:29:11.0,熊本県熊本地方,32°44.4′N,130°45.9′E,10 km,4.6,震度４
2016/04/16,01:27:59.9,熊本県熊本地方,32°40.4′N,130°43.1′E,13 km,4.4,震度４
2016/04/16,01:26:52.9,熊本県熊本地方,32°39.9′N,130°43.4′E,10 km,4.7,震度４
2016/04/16,01:25:05.4,熊本県熊本地方,32°45.2′N,130°45.7′E,12 km,7.3,震度７
2016/04/15,23:17:31.6,熊本県熊本地方,32°51.5′N,130°52.4′E,7 km,3.6,震度４
2016/04/15,20:15:13.5,熊本県熊本地方,32°41.8′N,130°44.5′E,12 km,3.8,震度４
2016/04/15,15:27:51.7,熊本県熊本地方,32°50.4′N,130°52.9′E,12 km,4.2,震度４
2016/04/15,07:46:52.0,熊本県熊本地方,32°43.8′N,130°47.8′E,11 km,4.4,震度４
2016/04/15,07:29:55.9,熊本県熊本地方,32°50.1′N,130°53.2′E,12 km,4.2,震度４
2016/04/15,05:10:36.8,熊本県熊本地方,32°45.7′N,130°48.7′E,10 km,4.6,震度４
2016/04/15,03:36:59.1,熊本県熊本地方,32°40.2′N,130°44.4′E,11 km,4.1,震度４
2016/04/15,01:53:01.4,熊本県熊本地方,32°42.0′N,130°45.1′E,12 km,4.8,震度５弱
2016/04/15,00:53:01.5,熊本県熊本地方,32°46.7′N,130°48.0′E,12 km,3.9,震度４
2016/04/15,00:50:31.4,熊本県熊本地方,32°44.2′N,130°45.5′E,13 km,4.2,震度４
2016/04/15,00:34:17.1,熊本県熊本地方,32°41.5′N,130°44.8′E,13 km,4.5,震度４
2016/04/15,00:06:21.3,熊本県熊本地方,32°41.7′N,130°45.1′E,11 km,5.0,震度５強
2016/04/15,00:03:46.4,熊本県熊本地方,32°42.0′N,130°46.6′E,7 km,6.4,震度６強
2016/04/14,23:43:41.1,熊本県熊本地方,32°46.0′N,130°49.6′E,14 km,5.1,震度５弱
2016/04/14,23:29:58.1,熊本県熊本地方,32°46.6′N,130°50.2′E,13 km,4.6,震度４
2016/04/14,23:28:13.6,熊本県熊本地方,32°47.3′N,130°51.1′E,13 km,4.4,震度４
2016/04/14,22:43:15.1,熊本県熊本地方,32°40.6′N,130°44.3′E,11 km,4.4,震度４
2016/04/14,22:38:43.5,熊本県熊本地方,32°40.6′N,130°44.1′E,11 km,5.0,震度５弱
2016/04/14,22:22:18.8,熊本県熊本地方,32°41.2′N,130°44.4′E,12 km,4.6,震度４
2016/04/14,22:18:04.7,熊本県熊本地方,32°46.5′N,130°49.6′E,9 km,4.0,震度４
2016/04/14,22:16:08.7,熊本県熊本地方,32°43.2′N,130°48.1′E,6 km,4.1,震度４
2016/04/14,22:09:34.5,熊本県熊本地方,32°46.5′N,130°51.4′E,9 km,4.4,震度４
2016/04/14,22:07:35.2,熊本県熊本地方,32°46.5′N,130°50.9′E,8 km,5.8,震度６弱
2016/04/14,22:06:51.6,熊本県熊本地方,32°42.7′N,130°45.9′E,13 km,4.6,震度４
2016/04/14,21:55:01.8,熊本県熊本地方,32°46.2′N,130°49.6′E,8 km,3.9,震度４
2016/04/14,21:42:24.4,熊本県熊本地方,32°43.0′N,130°46.0′E,12 km,4.9,震度４
2016/04/14,21:37:40.9,熊本県熊本地方,32°44.4′N,130°47.5′E,9 km,3.9,震度４
2016/04/14,21:28:11.9,熊本県熊本地方,32°40.7′N,130°44.7′E,10 km,4.1,震度４
2016/04/14,21:26:34.4,熊本県熊本地方,32°44.5′N,130°48.5′E,11 km,6.5,震度７
2016/04/01,11:39:07.8,三重県南東沖,33°19.4′N,136°22.9′E,29 km,6.5,震度４
2016/03/22,14:34:21.8,茨城県北部,36°46.7′N,140°34.4′E,7 km,4.7,震度４
2016/03/03,16:11:16.0,宮崎県南部平野部,31°46.2′N,131°25.8′E,51 km,4.9,震度４
2016/02/07,19:26:57.3,茨城県南部,36°03.1′N,139°54.2′E,43 km,4.6,震度４
2016/02/07,10:09:48.9,茨城県北部,36°44.4′N,140°34.9′E,10 km,4.4,震度４
2016/02/05,07:41:47.2,神奈川県東部,35°37.8′N,139°32.4′E,26 km,4.6,震度４
2016/02/02,14:31:46.8,岩手県沖,39°40.8′N,142°54.4′E,22 km,5.6,震度４
2016/01/25,02:13:22.4,福島県沖,37°07.7′N,141°08.4′E,29 km,4.2,震度４
2016/01/14,12:25:33.3,浦河沖,41°58.2′N,142°48.0′E,52 km,6.7,震度５弱
2016/01/11,15:26:41.1,青森県三八上北地方,40°23.2′N,141°15.8′E,10 km,4.6,震度５弱
2016/01/09,23:12:38.3,奄美大島近海,28°02.7′N,129°29.5′E,28 km,5.4,震度４
2015/12/14,15:01:37.2,鳥取県中部,35°26.7′N,133°54.6′E,8 km,4.2,震度４
2015/11/28,11:51:08.1,根室半島南東沖,43°13.4′N,146°30.1′E,71 km,5.6,震度４
2015/11/22,08:20:26.9,茨城県沖,36°25.7′N,140°41.2′E,52 km,4.8,震度４
2015/11/19,18:33:01.9,福島県沖,37°32.0′N,141°24.5′E,51 km,4.9,震度４
2015/11/14,05:51:30.1,薩摩半島西方沖,30°56.5′N,128°35.4′E,17 km,7.1,震度４
2015/11/07,22:44:45.9,茨城県南部,35°59.3′N,139°57.6′E,101 km,4.9,震度４
2015/10/21,15:04:49.4,福島県沖,37°18.8′N,141°11.5′E,37 km,5.3,震度４
2015/10/18,08:36:52.1,鳥取県中部,35°26.3′N,133°54.7′E,8 km,4.3,震度４
2015/10/18,08:30:35.1,鳥取県中部,35°26.2′N,133°54.3′E,8 km,4.2,震度４
2015/10/17,17:53:54.2,鳥取県中部,35°26.2′N,133°54.7′E,8 km,3.8,震度４
2015/10/03,04:09:57.5,鹿児島県薩摩地方,32°04.1′N,130°12.3′E,9 km,4.1,震度４
2015/09/12,22:38:01.6,浦河沖,41°49.5′N,142°40.2′E,56 km,5.4,震度４
2015/09/12,05:49:07.1,東京湾,35°33.2′N,139°49.7′E,57 km,5.2,震度５弱
2015/08/26,07:51:36.2,日向灘,32°06.4′N,131°51.8′E,34 km,5.2,震度４
2015/08/14,13:43:44.8,十勝地方中部,42°45.1′N,143°06.7′E,80 km,5.1,震度４
2015/08/14,05:13:32.9,福島県沖,37°09.9′N,141°26.2′E,49 km,5.1,震度４
2015/08/06,18:22:29.0,茨城県沖,36°26.3′N,140°37.1′E,55 km,5.2,震度４
2015/07/24,17:53:35.4,愛媛県南予,33°23.3′N,132°23.5′E,44 km,4.6,震度４
2015/07/13,02:52:05.9,大分県南部,32°59.5′N,131°51.3′E,58 km,5.7,震度５強
2015/07/10,03:32:51.2,岩手県内陸北部,40°21.2′N,141°33.5′E,88 km,5.7,震度５弱
2015/07/10,01:15:13.8,茨城県南部,36°04.1′N,139°51.1′E,45 km,4.4,震度４
2015/06/23,21:18:29.0,小笠原諸島西方沖,27°42.0′N,140°10.7′E,484 km,6.5,震度４
2015/06/23,00:35:16.6,青森県東方沖,41°29.0′N,142°05.2′E,63 km,4.6,震度４
2015/06/09,05:44:07.5,茨城県南部,36°10.9′N,140°00.8′E,51 km,4.4,震度４
2015/06/08,15:01:11.7,青森県東方沖,41°27.3′N,142°01.1′E,66 km,5.6,震度４
2015/06/04,04:34:15.2,網走地方,43°29.5′N,144°03.6′E,0 km,5.0,震度５弱
2015/05/30,20:23:02.2,小笠原諸島西方沖,27°51.6′N,140°40.9′E,682 km,8.1,震度５強
2015/05/30,01:06:47.9,茨城県南部,36°08.7′N,139°48.6′E,53 km,4.8,震度４
2015/05/25,14:28:10.3,埼玉県北部,36°03.2′N,139°38.3′E,56 km,5.5,震度５弱
2015/05/22,22:28:46.2,奄美大島近海,28°33.7′N,129°37.2′E,21 km,5.1,震度５弱
2015/05/15,12:30:35.6,福島県沖,37°03.7′N,141°10.8′E,51 km,5.0,震度４
2015/05/13,06:12:58.4,宮城県沖,38°51.7′N,142°09.0′E,46 km,6.8,震度５強
2015/04/23,22:15:32.6,青森県下北地方,41°19.0′N,141°12.1′E,7 km,3.8,震度４
2015/04/20,10:42:55.6,与那国島近海,23°57.3′N,122°25.6′E,22 km,6.8,震度４
2015/03/24,01:06:11.0,長野県北部,36°48.1′N,137°53.9′E,3 km,3.8,震度４
2015/03/04,00:04:20.8,愛知県西部,35°20.6′N,136°48.2′E,40 km,4.6,震度４
2015/02/26,10:11:23.7,宮城県沖,38°27.8′N,142°05.9′E,50 km,5.0,震度４
2015/02/17,13:46:39.3,岩手県沖,40°05.1′N,142°06.7′E,50 km,5.7,震度５強
2015/02/17,08:06:34.6,三陸沖,39°52.3′N,143°11.5′E,13 km,6.9,震度４
2015/02/06,10:25:12.4,徳島県南部,33°44.0′N,134°22.2′E,11 km,5.1,震度５強
2015/02/01,00:42:51.1,富山湾,37°15.7′N,137°08.6′E,15 km,4.4,震度４
2015/01/26,07:20:01.6,千葉県北東部,35°52.6′N,140°28.9′E,37 km,5.0,震度４
2015/01/09,03:42:10.9,根室地方北部,43°33.1′N,145°02.8′E,126 km,5.5,震度４
2015/01/01,22:57:14.4,苫小牧沖,42°35.0′N,141°50.2′E,30 km,4.5,震度４
2014/12/26,22:30:34.8,滋賀県北部,35°17.1′N,135°53.7′E,14 km,4.2,震度４
2014/12/20,18:29:57.8,福島県沖,37°25.5′N,141°36.3′E,44 km,6.0,震度４
2014/12/18,03:45:05.2,宮城県沖,38°55.8′N,142°07.1′E,46 km,4.6,震度４
2014/12/11,15:07:50.6,山梨県東部・富士五湖,35°33.2′N,138°58.0′E,23 km,4.3,震度４
2014/11/25,06:26:55.4,長野県北部,36°45.9′N,137°54.0′E,1 km,3.9,震度４
2014/11/24,06:12:19.3,長野県北部,36°47.3′N,137°54.4′E,5 km,3.6,震度４
2014/11/22,22:37:49.1,長野県北部,36°46.7′N,137°54.6′E,3 km,4.5,震度５弱
2014/11/22,22:08:17.9,長野県北部,36°41.5′N,137°53.4′E,5 km,6.7,震度６弱
2014/11/20,10:51:43.1,福島県沖,37°20.2′N,141°34.7′E,46 km,5.5,震度４
2014/11/12,09:53:28.9,茨城県南部,36°08.0′N,140°05.1′E,66 km,4.8,震度４
2014/11/03,11:28:06.9,苫小牧沖,42°35.1′N,141°50.3′E,29 km,4.6,震度４
2014/10/22,09:15:17.4,沖縄本島近海,27°26.5′N,128°34.1′E,51 km,5.6,震度４
2014/10/15,12:51:16.5,宮城県沖,38°32.7′N,141°37.4′E,64 km,4.6,震度４
2014/10/15,07:52:10.8,沖縄本島近海,26°17.3′N,127°21.6′E,46 km,5.1,震度４
2014/10/11,11:35:46.4,青森県東方沖,40°57.1′N,143°14.6′E,36 km,6.1,震度４
2014/10/03,09:57:30.0,岩手県沖,40°09.9′N,142°37.6′E,28 km,5.7,震度４
2014/09/24,22:30:56.5,福島県沖,37°32.1′N,141°23.5′E,51 km,5.1,震度４
2014/09/24,21:45:46.6,福島県沖,37°32.1′N,141°24.0′E,51 km,5.1,震度４
2014/09/18,08:18:55.2,宮古島近海,24°49.6′N,125°23.7′E,50 km,5.2,震度４
2014/09/16,12:28:31.5,茨城県南部,36°05.6′N,139°51.8′E,47 km,5.6,震度５弱
2014/09/10,10:09:36.4,岩手県沖,40°08.0′N,141°55.5′E,67 km,4.9,震度４
2014/09/04,05:34:36.7,栃木県北部,36°52.4′N,139°30.8′E,7 km,4.5,震度４
2014/09/03,16:24:18.9,栃木県北部,36°52.4′N,139°31.3′E,7 km,5.1,震度５弱
2014/08/29,18:19:40.9,茨城県北部,36°38.7′N,140°39.8′E,10 km,4.2,震度４
2014/08/29,04:14:35.5,日向灘,32°08.4′N,132°08.7′E,18 km,6.0,震度４
2014/08/24,17:26:52.6,埼玉県南部,36°03.2′N,139°47.6′E,77 km,4.3,震度４
2014/08/19,22:26:23.3,根室半島南東沖,42°58.7′N,145°38.1′E,46 km,4.9,震度４
2014/08/10,12:43:18.1,青森県東方沖,41°08.0′N,142°16.7′E,51 km,6.1,震度５弱
2014/08/06,01:17:23.3,京都府南部,35°04.2′N,135°29.7′E,14 km,4.3,震度４
2014/07/16,17:24:51.6,福島県浜通り,37°02.2′N,140°42.0′E,13 km,4.6,震度４
2014/07/12,04:22:00.4,福島県沖,37°03.0′N,142°19.2′E,33 km,7.0,震度４
2014/07/10,17:58:53.9,茨城県北部,36°50.2′N,140°33.7′E,5 km,4.8,震度４
2014/07/08,18:05:24.2,胆振地方中東部,42°38.9′N,141°16.0′E,3 km,5.6,震度５弱
2014/07/06,05:22:56.8,日高地方東部,42°11.8′N,142°57.8′E,50 km,4.6,震度４
2014/07/05,07:42:04.6,岩手県沖,39°40.5′N,142°08.1′E,49 km,5.9,震度５弱
2014/07/03,07:58:04.3,茨城県北部,36°41.4′N,140°39.3′E,10 km,4.0,震度４
2014/06/26,14:47:14.2,根室半島南東沖,43°06.0′N,145°33.7′E,49 km,4.8,震度４
2014/06/16,05:14:50.6,福島県沖,37°04.3′N,141°09.8′E,52 km,5.8,震度４
2014/06/15,02:31:42.1,岩手県内陸南部,39°23.7′N,141°06.4′E,94 km,5.5,震度４
2014/06/09,06:10:42.9,宮城県沖,37°54.2′N,141°14.8′E,78 km,4.6,震度４
2014/06/08,14:24:29.6,岩手県沿岸南部,39°07.1′N,141°45.1′E,67 km,5.0,震度４
2014/05/13,08:35:02.9,千葉県北西部,35°34.0′N,140°06.8′E,72 km,4.9,震度４
2014/05/05,05:18:25.4,伊豆大島近海,34°57.1′N,139°28.8′E,156 km,6.0,震度５弱
2014/04/18,07:53:02.5,茨城県南部,36°07.4′N,139°50.7′E,49 km,4.7,震度４
2014/04/13,18:16:02.5,福島県沖,37°18.4′N,141°09.9′E,64 km,4.9,震度４
2014/04/08,05:07:57.2,新潟県中越地方,37°23.1′N,138°57.3′E,9 km,4.4,震度４
2014/04/03,08:22:48.0,岩手県沿岸南部,39°10.2′N,141°45.8′E,64 km,5.5,震度４
2014/03/14,02:06:50.8,伊予灘,33°41.5′N,131°53.4′E,78 km,6.2,震度５強
2014/03/03,05:11:22.9,沖縄本島北西沖,27°22.9′N,127°23.7′E,116 km,6.4,震度４
2014/02/08,11:34:22.4,福島県沖,37°03.9′N,141°10.6′E,51 km,4.8,震度４
2014/02/08,02:18:32.8,福島県沖,37°31.0′N,141°28.1′E,48 km,5.0,震度４
2014/02/06,02:32:12.7,宮城県沖,38°38.5′N,142°25.6′E,40 km,5.3,震度４
2014/02/02,15:05:39.3,奄美大島近海,27°56.0′N,128°53.6′E,46 km,4.5,震度４
2014/01/09,03:57:32.7,茨城県北部,36°47.3′N,140°34.8′E,7 km,4.6,震度４
2014/01/09,03:15:11.9,西表島付近,24°34.7′N,123°27.5′E,70 km,5.5,震度４
2013/12/31,10:03:00.1,茨城県北部,36°41.4′N,140°37.7′E,7 km,5.4,震度５弱
2013/12/21,10:34:14.3,千葉県東方沖,35°39.8′N,140°43.1′E,51 km,5.5,震度４
2013/12/21,01:10:46.4,茨城県南部,35°55.7′N,140°08.2′E,62 km,5.2,震度４
2013/12/14,13:06:15.0,千葉県東方沖,35°38.5′N,140°43.8′E,49 km,5.5,震度４
2013/12/03,15:58:14.8,千葉県東方沖,35°46.8′N,140°54.7′E,12 km,4.5,震度４
2013/11/26,00:43:02.6,宮城県沖,38°31.6′N,141°49.0′E,51 km,4.9,震度４
2013/11/16,20:44:41.3,千葉県北西部,35°35.6′N,140°09.0′E,72 km,5.3,震度４
2013/11/15,11:00:34.4,青森県東方沖,41°27.6′N,142°03.5′E,63 km,5.3,震度４
2013/11/10,07:37:51.2,茨城県南部,36°00.1′N,140°05.0′E,64 km,5.5,震度５弱
2013/11/03,14:25:14.9,茨城県南部,36°00.4′N,140°06.8′E,63 km,5.1,震度４
2013/10/26,02:10:18.3,福島県沖,37°11.7′N,144°34.1′E,56 km,7.1,震度４
2013/10/20,10:07:30.0,茨城県沖,36°25.6′N,140°38.8′E,53 km,4.3,震度４
2013/10/20,00:14:24.0,宮城県沖,38°10.4′N,141°42.1′E,51 km,5.1,震度４
2013/10/12,02:43:12.1,茨城県沖,36°25.9′N,140°41.8′E,52 km,4.8,震度４
2013/10/10,07:46:38.2,岩手県沖,40°04.5′N,142°07.4′E,48 km,4.4,震度４
2013/09/30,22:37:38.7,茨城県沖,36°38.3′N,140°56.9′E,49 km,4.4,震度４
2013/09/20,02:25:08.3,福島県浜通り,37°03.0′N,140°41.7′E,17 km,5.9,震度５強
2013/09/15,07:43:05.2,福島県会津,37°40.7′N,139°56.1′E,9 km,3.5,震度４
2013/09/13,04:49:33.3,茨城県沖,36°38.2′N,140°56.3′E,49 km,4.4,震度４
2013/09/09,09:04:21.0,茨城県北部,36°43.0′N,140°35.2′E,10 km,4.4,震度４
2013/09/04,09:18:20.7,鳥島近海,29°56.1′N,139°25.0′E,445 km,6.8,震度４
2013/08/30,17:32:24.6,和歌山県南方沖,33°39.2′N,135°58.4′E,12 km,4.4,震度４
2013/08/30,16:36:48.1,福島県会津,37°40.5′N,139°56.0′E,8 km,3.9,震度４
2013/08/04,12:28:50.8,宮城県沖,38°09.7′N,141°48.1′E,58 km,6.0,震度５強
2013/08/03,09:56:15.3,遠州灘,34°38.5′N,137°31.9′E,34 km,4.9,震度４
2013/07/23,12:02:11.9,福島県浜通り,37°06.2′N,140°41.0′E,8 km,5.2,震度４
2013/07/16,23:09:27.1,釧路沖,42°58.1′N,145°27.6′E,47 km,5.1,震度４
2013/07/16,07:45:58.7,岩手県沖,39°35.7′N,142°17.1′E,70 km,5.1,震度４
2013/07/10,14:22:15.1,岩手県沿岸北部,39°37.8′N,141°35.1′E,81 km,4.9,震度４
2013/07/10,00:21:47.1,相模湾,35°08.9′N,139°09.0′E,10 km,3.9,震度４
2013/06/27,16:13:04.5,栃木県北部,36°58.5′N,139°46.6′E,7 km,3.9,震度４
2013/06/21,16:31:11.9,奄美大島近海,28°03.1′N,129°19.0′E,22 km,4.6,震度４
2013/06/08,20:39:00.8,和歌山県北部,34°12.5′N,135°12.6′E,4 km,3.9,震度４
2013/06/08,16:17:53.8,和歌山県北部,34°12.4′N,135°12.4′E,4 km,4.0,震度４
2013/06/07,22:29:21.0,新潟県上中越沖,37°10.3′N,138°10.6′E,11 km,3.8,震度４
2013/06/04,17:33:21.2,福島県沖,37°10.8′N,141°22.7′E,48 km,4.7,震度４
2013/05/18,14:47:59.7,福島県沖,37°42.5′N,141°37.7′E,46 km,6.0,震度５強
2013/05/16,08:46:28.4,岩手県沖,40°20.5′N,141°55.5′E,12 km,5.0,震度４
2013/05/02,22:04:33.8,群馬県南部,36°31.3′N,139°21.5′E,6 km,4.1,震度４
2013/04/21,19:27:32.1,福島県会津,37°23.6′N,140°03.4′E,12 km,4.3,震度４
2013/04/19,23:11:08.2,千葉県東方沖,35°41.7′N,140°54.0′E,15 km,4.6,震度４
2013/04/19,12:05:54.6,千島列島,45°18.0′N,150°57.4′E,125 km,7.0,震度４
2013/04/17,21:03:32.4,宮城県沖,38°27.6′N,141°37.1′E,58 km,5.9,震度５弱
2013/04/17,17:57:34.3,三宅島近海,34°02.8′N,139°21.1′E,9 km,6.2,震度５強
2013/04/14,22:25:01.9,福島県沖,37°31.9′N,141°24.3′E,51 km,5.3,震度４
2013/04/13,05:33:17.7,淡路島付近,34°25.1′N,134°49.7′E,15 km,6.3,震度６弱
2013/04/04,13:42:36.5,千葉県東方沖,35°46.0′N,140°55.0′E,12 km,5.1,震度４
2013/04/04,01:58:13.4,石川県加賀地方,36°44.0′N,136°47.1′E,13 km,4.2,震度４
2013/03/31,16:46:18.6,宮城県沖,38°52.8′N,142°04.7′E,46 km,5.3,震度４
2013/03/18,06:53:39.0,茨城県北部,36°27.0′N,140°34.8′E,56 km,4.4,震度４
2013/03/06,05:32:45.0,沖縄本島近海,27°18.1′N,128°26.9′E,48 km,5.0,震度４
2013/02/25,22:00:47.1,栃木県北部,36°49.3′N,139°25.2′E,4 km,3.4,震度４
2013/02/25,16:34:42.7,栃木県北部,36°52.5′N,139°25.6′E,5 km,4.7,震度４
2013/02/25,16:23:53.5,栃木県北部,36°52.4′N,139°24.7′E,3 km,6.3,震度５強
2013/02/13,11:21:35.8,宮城県沖,38°25.7′N,141°53.7′E,56 km,4.7,震度４
2013/02/09,13:43:03.1,茨城県沖,36°50.6′N,141°21.5′E,33 km,5.2,震度４
2013/02/02,23:17:35.8,十勝地方南部,42°42.1′N,143°13.6′E,102 km,6.5,震度５強
2013/01/31,23:53:41.7,茨城県北部,36°42.1′N,140°36.2′E,8 km,4.7,震度５弱
2013/01/28,05:57:34.3,沖縄本島近海,27°17.4′N,128°26.4′E,48 km,4.9,震度４
2013/01/28,03:41:49.5,茨城県北部,36°34.2′N,140°33.6′E,74 km,4.8,震度５弱
2013/01/24,06:34:32.5,根室半島南東沖,43°02.4′N,145°48.9′E,65 km,5.2,震度４
2013/01/22,04:46:57.3,千葉県東方沖,35°52.4′N,140°56.2′E,16 km,5.1,震度４
2013/01/13,12:17:41.9,岩手県沖,39°08.6′N,142°18.7′E,48 km,4.8,震度４
2013/01/10,21:48:19.9,福島県沖,37°30.8′N,141°28.3′E,48 km,5.0,震度４
2012/12/29,23:59:36.6,宮城県沖,38°43.0′N,142°11.7′E,41 km,5.5,震度４
2012/12/29,16:19:32.5,福島県沖,37°04.0′N,141°10.9′E,51 km,5.0,震度４
2012/12/21,17:07:19.6,宮城県沖,38°38.5′N,141°48.8′E,48 km,5.2,震度４
2012/12/15,14:46:10.3,茨城県沖,36°49.3′N,141°12.5′E,32 km,5.0,震度４
2012/12/15,13:27:01.6,福島県沖,37°17.8′N,141°20.9′E,59 km,5.3,震度４
2012/12/07,17:18:30.8,三陸沖,38°01.1′N,143°52.0′E,49 km,7.3,震度５弱
2012/12/04,05:31:10.8,秋田県内陸南部,39°33.9′N,140°29.4′E,9 km,4.1,震度４
2012/11/24,17:59:47.2,東京湾,35°38.2′N,140°01.0′E,72 km,4.8,震度４
2012/11/24,10:30:00.1,宮城県沖,38°12.9′N,141°47.3′E,56 km,4.8,震度４
2012/11/24,05:21:29.3,宮城県沖,38°12.5′N,141°47.3′E,57 km,5.2,震度４
2012/11/22,02:42:38.4,宮城県沖,38°31.7′N,141°48.8′E,50 km,5.0,震度４
2012/11/09,12:51:53.4,福島県沖,36°52.6′N,141°22.7′E,33 km,5.5,震度４
2012/11/03,07:34:16.8,福島県沖,37°37.0′N,141°44.9′E,29 km,5.0,震度４
2012/10/25,19:32:26.5,宮城県沖,38°17.3′N,141°51.5′E,48 km,5.6,震度５弱
2012/10/24,16:05:40.3,茨城県沖,36°32.0′N,140°50.8′E,51 km,4.5,震度４
2012/10/18,00:01:40.7,新潟県中越地方,37°01.6′N,138°42.5′E,7 km,4.2,震度４
2012/10/17,09:43:57.8,茨城県北部,36°43.2′N,140°37.5′E,7 km,4.5,震度４
2012/10/12,13:57:19.5,千葉県北東部,35°50.9′N,140°32.9′E,37 km,5.1,震度４
2012/10/03,18:39:59.4,宮城県沖,38°03.1′N,141°54.7′E,51 km,5.0,震度４
2012/09/14,02:22:06.5,千葉県北東部,35°51.6′N,140°32.4′E,37 km,5.1,震度４
2012/08/30,04:05:12.2,宮城県沖,38°24.4′N,141°54.8′E,60 km,5.6,震度５強
2012/08/26,03:36:59.9,福島県沖,36°58.0′N,141°04.9′E,90 km,5.2,震度４
2012/08/25,23:16:17.4,十勝地方南部,42°19.6′N,143°06.6′E,49 km,6.1,震度５弱
2012/08/22,10:33:05.7,十勝地方南部,42°20.8′N,143°03.1′E,53 km,5.2,震度４
2012/08/17,08:46:46.0,天草灘,32°03.8′N,129°59.9′E,10 km,4.9,震度４
2012/08/12,18:56:27.8,福島県中通り,37°04.9′N,140°32.8′E,4 km,3.8,震度４
2012/08/03,22:19:37.3,茨城県南部,36°01.5′N,139°53.9′E,43 km,4.6,震度４
2012/07/30,07:05:05.2,岩手県沖,39°05.8′N,142°28.3′E,34 km,5.5,震度４
2012/07/22,13:41:58.3,十勝地方南部,42°29.3′N,143°01.5′E,61 km,5.1,震度４
2012/07/18,04:39:35.2,上川地方北部,44°49.9′N,142°08.8′E,0 km,4.1,震度４
2012/07/16,06:49:46.6,上川地方北部,44°50.1′N,142°08.9′E,0 km,4.3,震度４
